Link	Açıklama
3254465	Gomile smeća oko šatora u Gazi ugrožavaju zdravlje Palestinaca
3254466	İtalya'da aşırı sıcaklar etkili oluyor
3254468	Le chef de l'ONU met en garde contre l'utilisation sans précédent du cyberespace comme arme dans les conflits
3254469	La startup Anthropic dévoile le modèle d'intelligence artificielle Claude 3.5 Sonnet
3254470	Putin says Russia ready for peace talks with Ukraine at any time, place
3254471	حماس: شهادات "مروعة" عن انتهاكات خطيرة بحق الأسرى في سجون إسرائيل 
3254472	Israël : Plusieurs soldats ont été victimes de « tirs amis » lors de l’attaque du Hamas le 7 octobre 2023
3254473	Putin: Rusija spremna za mirovne pregovore sa Ukrajinom u bilo kom trenutku i bilo gdje
3254474	Anthropic yeni yapay zeka modelini tanıttı 
3254476	Washington réagit aux propos de Netanyahou sur le blocage des livraisons d'armes américaines
3254477	Husiler: Kasım 2023'ten bu yana İsrail, ABD ve İngiltere'ye ait 153 gemiyi hedef aldık
3254478	وقف الديانة التركي يوصل لحوم الأضاحي إلى مليون محتاج بالصومال
3254479	White House says Netanyahu's 'incorrect' allegations of US withholding weapons are 'vexing'
3254480	Në Ditën Botërore të Refugjatëve përkujtohet koha kur kosovarët ishin refugjatë
3254481	Kosovo: Ulična akcija "Tragom sećanja” povodom Svetskog dana izbeglica
3254483	واشنطن ترفض مزاعم نتنياهو بشأن "حجبها" أسلحة عن إسرائيل 
3254484	SAD: Nakon dvodnevne potrage uhapšen osumnjičeni za dva ubistva
3254485	Israeli army releases 33 Palestinian detainees from Gaza
3254486	36 prisoners tortured to death in Israeli jails since Oct. 7: Gaza Media Office
3254487	Путин заявил о готовности Москвы к переговорам с Украиной
3254488	Ultra-orthodox Jews protest military draft in Tel Aviv
3254490	Romania to donate Patriot battery to Ukraine amid growing Russian air attacks
3254492	European Central Bank can gradually loosen monetary policy stance: IMF
3254493	Ekstremne vrućine pogodile Italiju: U osam gradova sutra crveno upozorenje
3254494	BM: İsrail, 1-18 Haziran'da 61 yardım operasyonundan sadece 28'ine geçit verdi
3254495	Hamas military wing says mortar attack hit Israeli command site in Gaza City
3254496	US diverting air defense missile deliveries to Ukraine to fend off Russian attacks 
3254497	Des rapporteurs de l'ONU exigent l’arrêt de toute vente d'armes à Israël 
3254498	إثر تهديدات نصرالله.. قبرص الرومية تنفي عزمها مساعدة إسرائيل بالحرب
3254499	La Russie serait prête à des négociations de paix avec l'Ukraine à tout moment et en tout lieu, selon Poutine 
3254500	بوتين: نفكر في إجراء تغييرات بعقيدتنا النووية 
3254501	Hrvatska: Dvjestotinjak prosvjednika na skupu "Die-in za Gazu“
3254503	В Белом доме отреагировали на критику Нетаньяху из-за поставок оружия
3254504	EURO 2024: Danska i Engleska remizirali 1:1
3254508	Gazze'deki Hükümet: İsrail'in Gazze Şeridi'nde alıkoyduğu kişilerden 36'sı işkenceyle öldü
3254509	İngiltere, öne geçtiği maçta Danimarka ile 1-1 berabere kaldı
3254510	Putin: Rusia është e gatshme për bisedime të paqes me Ukrainën në çdo kohë dhe vend
3254513	Lana Pudar ušla u finale Evropskog prvenstva na 100 metara delfin
3254514	Humanitarian operations in Gaza must be fully facilitated: UN
3254515	French Constitutional Court dismisses 10 petitions seeking to postpone snap poll
3254516	Ultra Ortodoks Yahudiler, İsrail’in zorunlu askerlik hizmetini protesto etmek için otoyolu trafiğe kapattı
3254517	قتلى وجرحى بقصف إسرائيلي استهدف منزلين في مدينة غزة
3254518	EURO 2024 C Grubu'nda ikinci maçlar tamamlandı
3254519	قدم.. ديشامب متفائل بلحاق مبابي بمباراة هولندا 
3254521	Güney Kıbrıs Rum Yönetimi, Lübnan'a karşı muhtemel bir savaşta İsrail'e destek sağlamayacaklarını açıkladı
3254522	'Türkiye on verge of strong disinflation,' says finance minister
3254523	При ударе Израиля по югу Ливана есть множество раненых
3254524	Tatilciler dönüş yolunda yoğunluk oluşturuyor
3254525	Milli haltercilerden Yıldızlar ve 15 Yaş Altı Avrupa Şampiyonası'nda 2'si altın 5 madalya
3254526	Casualties in Israeli strikes on Gaza homes, gatherings: Witnesses
3254527	Turkish Red Crescent distributes meat aid to 6,000 Yemeni families for Eid Al-Adha
3254528	الأمم المتحدة تدعو لوقف النار على طول الخط الأزرق بين لبنان وإسرائيل 
3254529	England held to 1 - 1 draw with Denmark in EURO 2024
3254531	"القسام" تعلن تدمير دبابة إسرائيلية وقتل طاقمها في رفح 
3254532	Turkish foundation distributes meat to needy families in Somalia for Muslim holiday
3254533	US imposes sanctions on Mexican cartel for drug trafficking, smuggling migrants
3254534	Death toll from irregular migrants' boat capsizing off southern Italian coast rises to 20
3254535	U Novom Travniku predstavljena Monografija Mladi Muslimani - I tom
3254536	Guterres appelle à améliorer l'intégration des réfugiés dans les pays d'accueil
3254538	İsrail'in Gazze'de öldürdüğü çocuklar Madrid'de anıldı
3254539	Gaza: l'armée israélienne bombarde deux maisons faisant plusieurs morts et blessés 
3254541	حكومة المغرب: اتخذنا إجراءات ساهمت في تراجع التضخم
3254542	La Roumanie annonce l'envoi à l'Ukraine d'un système de défense antiaérienne Patriot
3254543	США назвали приоритет в поставках вооружений Украине
3254544	رفع الأثقال.. تركيا تحصد 5 ميداليات في بطولة أوروبا 
3254545	حماس: نعد مذكرة قانونية للرد على اتهامات الجنائية الدولية "الباطلة"
3254546	قدم.. إنجلترا تتعادل مع الدنمارك بعد أداء مخيب
3254547	Israeli army claims killing Hezbollah commander in southern Lebanon
3254548	Vlada u Gazi: Najmanje 36 Palestinaca umrlo u izraelskim zatvorima od posljedica mučenja 
3254549	Hırvatistan'da İsrail'in saldırılarında ölen Filistinli çocuklar anıldı
3254551	Bangladesh warns to counterfire if cross-border shooting from Myanmar doesn't stop
3254553	Yurdun çeşitli bölgelerinde çıkan orman yangınlarına müdahaleler devam ediyor
3254555	نتنياهو: مستعد لتحمل الهجوم الشخصي مقابل أسلحة كافية من واشنطن
3254556	İsrail ordusunun, Gazze'nin kuzeyine düzenlediği saldırılarda ölen ve yaralananlar oldu 
3254557	Fransa'da halk, ülkede aşırı sağın yükselişini protesto etti
3254558	New York: Desetine ljudi na Times Squareu obilježilo Svjetski dan joge
3254559	كرواتيا.. مئات المتظاهرين يحتجون على الهجمات الإسرائيلية على غزة
3254563	السيسي يشكل خلية أزمة لمتابعة "وفيات الحجاج المصريين"
3254564	US concerned Israel's Iron Dome would be overwhelmed in Hezbollah assault
3254565	Mexican president-elect announces first 6 Cabinet members
3254566	ABD: İsrail-Lübnan sınırında gerginliğin artmasını istemiyoruz
3254567	Shtëpia e Bardhë: Akuzat e “pasakta” të Netanyahu-t për ndalesën e armëve nga SHBA-ja janë “shqetësuese”
3254568	More than 4,100 metric tons of aid delivered via Gaza pier since May 17: Pentagon
3254569	A Milli Futbol Takımı, Portekiz maçının hazırlıklarını sürdürdü
3254570	Israel releases former Palestinian Legislative Council speaker hours after he was detained
3254571	Russian children's ombudswoman says 'impossible to remain calm' seeing situation in Gaza
3254573	شاب غزّي يخرج مضطربا نفسيا بعد شهر واحد بسجون إسرائيل (شهادة)
3254574	"حكومة غزة": ارتفاع حصيلة قتلى الصحفيين لـ152 منذ 7 أكتوبر
3254575	US does not want to see Israel-Lebanon conflict escalate: State Department
3254577	Irkçılığa ve Hoşgörüsüzlüğe Karşı Avrupa Komisyonu, 2023'te gözlemlenen Müslüman karşıtlığından endişeli
3254578	الأمم المتحدة: أُسر في غزة تتناول وجبة واحدة كل يومين أو ثلاثة
3254579	واشنطن: لا نريد زيادة التوتر على الحدود الإسرائيلية اللبنانية
3254582	Dünya genelinde orman yangınları etkili oluyor
3254583	Hamas drafting legal response to ICC allegations against its leaders
3254584	Ministère des Prisonniers à Gaza : "36 détenus gazaouis morts sous la torture"
3254585	Italy commits $150M to support vaccine project in Africa
3254586	Le Niger retire un permis de "grande exploitation" d'uranium à la société française Orano
3254587	'Incredibly concerning': US denounces Putin's comments on sending weapons to North Korea
3254588	Nasdaq closes lower to end 7-day winning streak
3254590	Malatya'da 600 dönümlük anız arazisi yandı, bir inek telef oldu
3254591	Testigos denuncian víctimas de ataques de Israel contra casas y reuniones en Gaza
3254592	US housing starts fall 5.5% in May to 4-year low
3254594	Released Palestinian prisoner describes ‘nightmare’ detention in Israeli jails
3254595	Türkiye's BIST 100 rallies at Thursday close
3254596	Mexico's retail sales rise 0.5% in April
3254597	البنتاغون يزعم تسليم أكثر من 4100 طن من المساعدات عبر رصيف غزة
3254598	İspanya, İtalya'yı tek golle devirdi
3254603	ABD'de Cihantimur'un tutukluluğunun devamına karar verildi
3254604	EURO 2024 B Grubu'nda ikinci maçlar tamamlandı
3254606	Španija pobijedila Italiju i osigurala osminu finala Eura
3254607	الأردن يدعو إلى عقوبات أوروبية تجبر إسرائيل على وقف حربها على غزة
3254608	Gaza denuncia que 36 prisioneros han sido torturados hasta la muerte en cárceles de Israel desde octubre
3254609	Жертвами израильских пыток стали десятки жителей Газы
3254610	جيش إسرائيل يتحدث عن اعتراض جسم جوي أطلق من جنوب لبنان
3254611	Gazze Hükümeti: 7 Ekim'den bu yana İsrail saldırılarında ölen gazeteci sayısı 152'ye yükseldi
3254612	Южный Кипр не поддержит Израиль в войне с Ливаном
3254613	Israel asesina a periodista palestino en Gaza, lo que eleva a 152 el total desde el 7 de octubre
3254614	Испания обыграла Италию на Евро-2024
3254615	L'ONU appelle à un cessez-le-feu le long de la Ligne bleue entre le Liban et Israël 
